"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"biddable",0.99,"new","No cellular","None","White","16/32/64 GB","iPad mini",1,10640,"no description",0,0,"99 ending"
"biddable",159,"used","No cellular","None","Space Gray","16/32/64 GB","iPad 3",1,10641,"no description",0,0,"not a 99 ending"
"biddable",50,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,10642,"no description",0,0,"not a 99 ending"
"not biddable",560,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,10643,"no description",0,0,"not a 99 ending"
"not biddable",549.9,"new","Cellular","Unknown","Gold","16/32/64 GB","iPad Air 1/2",0,10644,"no description",0,0,"not a 99 ending"
"not biddable",80,"used","No cellular","None","White","16/32/64 GB","iPad 1",0,10645,"no description",0,0,"not a 99 ending"
"biddable",149.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10646,"contains description",99,4,"99 ending"
"not biddable",449.99,"used","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,10647,"contains description",101,5,"99 ending"
"biddable",79.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",0,10648,"contains description",97,8,"99 ending"
"not biddable",227.95,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,10649,"no description",0,0,"not a 99 ending"
"not biddable",785,"new","Cellular","Sprint/T-Mobile","Gold","128 GB","iPad Air 1/2",0,10650,"no description",0,0,"not a 99 ending"
"not biddable",186,"used","Cellular","AT&T","White","16/32/64 GB","Unknown",0,10651,"contains description",99,1,"not a 99 ending"
"biddable",200,"used","Cellular","AT&T","White","16/32/64 GB","iPad mini 2",1,10652,"contains description",62,1,"not a 99 ending"
"biddable",200,"new","Unknown","Unknown","Space Gray","16/32/64 GB","iPad mini 2",1,10653,"no description",0,0,"not a 99 ending"
"biddable",220,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",1,10654,"no description",0,0,"not a 99 ending"
"not biddable",349.95,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad Air 1/2",0,10655,"contains description",52,3,"not a 99 ending"
"biddable",225,"used","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad Air 1/2",1,10656,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","AT&T","White","16/32/64 GB","iPad mini 2",1,10657,"contains description",35,3,"99 ending"
"biddable",100,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,10658,"no description",0,0,"not a 99 ending"
"biddable",0.01,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 2",1,10659,"contains description",95,2,"not a 99 ending"
"not biddable",329.99,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,10660,"no description",0,0,"99 ending"
"biddable",55,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 1",1,10661,"contains description",99,5,"not a 99 ending"
"biddable",100,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",1,10662,"contains description",79,2,"not a 99 ending"
"not biddable",250,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,10663,"contains description",101,2,"not a 99 ending"
"not biddable",180,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10664,"contains description",46,1,"not a 99 ending"
"not biddable",127.99,"refurbished","Cellular","Verizon","Black","16/32/64 GB","iPad 2",0,10665,"contains description",108,9,"99 ending"
"biddable",0.01,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10666,"contains description",27,3,"not a 99 ending"
"not biddable",89.99,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,10667,"no description",0,0,"99 ending"
"not biddable",469.99,"new","Cellular","Unknown","Space Gray","16/32/64 GB","iPad mini3",0,10668,"contains description",44,3,"99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad 4",1,10669,"no description",0,0,"99 ending"
"biddable",50,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,10670,"no description",0,0,"not a 99 ending"
"biddable",400,"used","Cellular","Unknown","Unknown","128 GB","iPad 4",0,10671,"no description",0,0,"not a 99 ending"
"biddable",99.99,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",1,10672,"no description",0,0,"99 ending"
"biddable",179.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,10673,"no description",0,0,"99 ending"
"not biddable",222.72,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,10674,"contains description",94,18,"not a 99 ending"
"not biddable",280,"used","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10675,"contains description",98,2,"not a 99 ending"
"not biddable",285,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,10676,"contains description",30,2,"not a 99 ending"
"biddable",79,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,10677,"contains description",100,4,"not a 99 ending"
"biddable",99,"used","Cellular","AT&T","White","16/32/64 GB","iPad 3",1,10678,"no description",0,0,"99 ending"
"not biddable",387.45,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,10679,"contains description",106,2,"not a 99 ending"
"biddable",239.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,10680,"no description",0,0,"99 ending"
"not biddable",175,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,10681,"contains description",99,4,"not a 99 ending"
"not biddable",438,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,10682,"no description",0,0,"not a 99 ending"
"biddable",140,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,10683,"contains description",98,2,"not a 99 ending"
"biddable",139.99,"used","No cellular","None","Black","16/32/64 GB","iPad 4",1,10684,"no description",0,0,"99 ending"
"biddable",99.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,10685,"no description",0,0,"99 ending"
"not biddable",199,"used","Unknown","Unknown","Black","Unknown","iPad 3",1,10686,"contains description",96,3,"99 ending"
"biddable",80,"used","No cellular","None","White","Unknown","iPad 1",0,10687,"contains description",29,2,"not a 99 ending"
"biddable",0.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,10688,"contains description",94,2,"99 ending"
"not biddable",200,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,10689,"no description",0,0,"not a 99 ending"
"not biddable",185,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,10690,"contains description",48,7,"not a 99 ending"
"biddable",449.99,"new","Unknown","Unknown","Gold","16/32/64 GB","iPad mini3",0,10691,"contains description",101,3,"99 ending"
"biddable",49.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10692,"contains description",101,3,"99 ending"
"not biddable",259.99,"new","Cellular","Sprint/T-Mobile","Black","16/32/64 GB","iPad mini",1,10693,"contains description",12,3,"99 ending"
"biddable",149,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,10694,"contains description",91,74,"not a 99 ending"
"biddable",175,"new","No cellular","None","White","16/32/64 GB","iPad mini",0,10695,"contains description",79,1,"not a 99 ending"
"biddable",150,"used","Cellular","Unknown","White","16/32/64 GB","iPad 3",1,10696,"contains description",99,4,"not a 99 ending"
"biddable",50,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad 1",1,10697,"contains description",46,0,"not a 99 ending"
"biddable",1,"new","Cellular","Sprint/T-Mobile","Gold","16/32/64 GB","iPad Air 1/2",1,10698,"no description",0,0,"not a 99 ending"
"biddable",9.99,"used","No cellular","None","White","16/32/64 GB","iPad 1",1,10699,"contains description",93,4,"99 ending"
"not biddable",319.99,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",0,10700,"no description",0,0,"99 ending"
"not biddable",194.95,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 2",1,10701,"no description",0,0,"not a 99 ending"
"biddable",80,"used","No cellular","None","White","16/32/64 GB","iPad 4",1,10702,"no description",0,0,"not a 99 ending"
"biddable",218,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 4",1,10703,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad 4",1,10704,"no description",0,0,"99 ending"
"biddable",210,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,10705,"contains description",47,2,"not a 99 ending"
"biddable",150,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,10706,"contains description",99,2,"not a 99 ending"
"not biddable",429,"used","Cellular","Verizon","Black","16/32/64 GB","iPad mini",0,10707,"contains description",33,26,"not a 99 ending"
"biddable",0.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10708,"contains description",93,2,"99 ending"
"not biddable",215.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,10709,"no description",0,0,"99 ending"
"not biddable",219.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,10710,"no description",0,0,"99 ending"
"not biddable",199.99,"used","No cellular","None","White","16/32/64 GB","iPad mini",0,10711,"no description",0,0,"99 ending"
"biddable",0.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10712,"contains description",70,2,"99 ending"
"biddable",9.99,"used","No cellular","None","White","16/32/64 GB","iPad 1",1,10713,"contains description",93,4,"99 ending"
"biddable",112,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10714,"contains description",100,6,"not a 99 ending"
"biddable",89.99,"used","Cellular","Sprint/T-Mobile","Gold","16/32/64 GB","iPad 3",1,10715,"contains description",4,1,"99 ending"
"biddable",80,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 4",1,10716,"no description",0,0,"not a 99 ending"
"not biddable",288,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",1,10717,"contains description",99,1,"not a 99 ending"
"not biddable",159.95,"refurbished","Unknown","Unknown","Unknown","Unknown","iPad mini",0,10718,"contains description",56,7,"not a 99 ending"
"not biddable",319,"used","Cellular","Sprint/T-Mobile","Space Gray","16/32/64 GB","iPad Air 1/2",0,10719,"no description",0,0,"not a 99 ending"
"biddable",10,"used","Cellular","Unknown","Unknown","16/32/64 GB","iPad 3",1,10720,"no description",0,0,"not a 99 ending"
"biddable",99.99,"used","No cellular","None","White","16/32/64 GB","iPad 3",1,10721,"contains description",41,2,"99 ending"
"biddable",244.96,"used","No cellular","None","White","16/32/64 GB","iPad 4",0,10722,"contains description",95,4,"not a 99 ending"
"biddable",56,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,10723,"contains description",98,5,"not a 99 ending"
"not biddable",340,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,10724,"no description",0,0,"not a 99 ending"
"biddable",129.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,10725,"no description",0,0,"99 ending"
"biddable",0.99,"new","No cellular","None","Black","16/32/64 GB","iPad 1",1,10726,"contains description",99,4,"99 ending"
"biddable",150,"used","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10727,"no description",0,0,"not a 99 ending"
"biddable",79.97,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10728,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10729,"contains description",95,6,"99 ending"
"biddable",300,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10730,"no description",0,0,"not a 99 ending"
"biddable",459,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,10731,"no description",0,0,"not a 99 ending"
"not biddable",99.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,10732,"no description",0,0,"99 ending"
"not biddable",209.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,10733,"contains description",98,1,"99 ending"
"biddable",19.99,"refurbished","No cellular","None","Black","16/32/64 GB","iPad mini",1,10734,"no description",0,0,"99 ending"
"not biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,10735,"no description",0,0,"not a 99 ending"
"biddable",99.97,"used","Cellular","AT&T","Space Gray","16/32/64 GB","iPad mini 2",1,10736,"contains description",96,10,"not a 99 ending"
"not biddable",220,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,10737,"contains description",49,1,"not a 99 ending"
"biddable",350,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,10738,"no description",0,0,"not a 99 ending"
"not biddable",169.99,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",0,10739,"contains description",49,1,"99 ending"
"biddable",100,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10740,"contains description",56,44,"not a 99 ending"
"biddable",199.97,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,10741,"contains description",88,2,"not a 99 ending"
"not biddable",559.99,"new","No cellular","None","Gold","128 GB","iPad mini3",0,10742,"no description",0,0,"99 ending"
"biddable",90,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,10743,"no description",0,0,"not a 99 ending"
"not biddable",320,"new","Unknown","Unknown","Black","16/32/64 GB","iPad Air 1/2",0,10744,"contains description",29,1,"not a 99 ending"
"biddable",174,"new","Unknown","Unknown","Space Gray","16/32/64 GB","Unknown",1,10745,"no description",0,0,"not a 99 ending"
"not biddable",400,"new","Cellular","Sprint/T-Mobile","Unknown","128 GB","iPad 4",0,10746,"no description",0,0,"not a 99 ending"
"not biddable",209,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 4",0,10747,"no description",0,0,"not a 99 ending"
"biddable",350,"new","Cellular","Sprint/T-Mobile","White","16/32/64 GB","iPad mini 2",0,10748,"no description",0,0,"not a 99 ending"
"biddable",95,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",1,10749,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad mini3",1,10750,"contains description",32,1,"99 ending"
"not biddable",200,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",0,10751,"no description",0,0,"not a 99 ending"
"biddable",265,"used","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad Air 1/2",0,10752,"contains description",105,3,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10753,"contains description",33,4,"99 ending"
"not biddable",149.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10754,"contains description",14,2,"99 ending"
"biddable",199,"used","Cellular","AT&T","Space Gray","16/32/64 GB","iPad Air 1/2",1,10755,"contains description",97,7,"99 ending"
"biddable",125,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,10756,"no description",0,0,"not a 99 ending"
"biddable",75,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10757,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10758,"no description",0,0,"99 ending"
"biddable",99.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,10759,"contains description",76,1,"99 ending"
"biddable",150,"used","No cellular","None","Black","16/32/64 GB","Unknown",0,10760,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",1,10761,"no description",0,0,"99 ending"
"biddable",449.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,10762,"no description",0,0,"99 ending"
"not biddable",180,"new","No cellular","None","Black","16/32/64 GB","iPad 1",1,10763,"no description",0,0,"not a 99 ending"
"not biddable",400,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,10764,"no description",0,0,"not a 99 ending"
"not biddable",249.99,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,10765,"contains description",24,2,"99 ending"
"biddable",199,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,10766,"no description",0,0,"99 ending"
